CUSTOMER.cid  CART.cid  CUSTOMER.firstname  CUSTOMER.sex  CART.cartid  CART.status  
56	56	ljbenyiygd	0	115	atsmnojs	
102	102	gngfuopkeg	1	191	kjmlidtr	
105	105	egwvqcqiyq	1	42	gwdcwfdg	
52	52	ieqecabhuz	1	73	andrrsku	
1	1	oxquyawmoi	1	164	txuheznb	
55	55	tpvuxeypls	1	127	ntcfehlh	
60	60	wiqmabcueq	0	155	yujxkrqp	
64	64	fbajkknfhd	0	71	ktvqlhjb	
64	64	fbajkknfhd	0	62	dgzodayf	
118	118	gtokbfoiyg	0	185	bqncvbti	
119	119	nwnttukujy	0	43	gsdcppuj	
175	175	ybiramhstc	0	12	kdyouybc	
69	69	azywvgximc	0	128	ebhrneiv	
124	124	mkzzlncgva	1	189	uodrncnn	
124	124	mkzzlncgva	1	94	fodzjbam	
71	71	ltryuhndwo	1	105	yefzajgq	
71	71	ltryuhndwo	1	99	lsafpdzf	
179	179	avaqfudlcl	0	59	lmizvttd	
126	126	nwiulgobda	0	108	ulzdrnwa	
180	180	vyievcvqgs	0	100	elsrhvbn	
25	25	fddyojmljq	0	123	lytnqiyq	
185	185	hkeiaghwau	0	36	knomuakc	
82	82	yyuzfqtdak	0	150	graofatk	
29	29	mnjctddgyt	1	78	xssgycpe	
88	88	ohhsxculmd	0	146	kwoynoxy	
36	36	urbfsjnvcf	1	153	giolucnj	
36	36	urbfsjnvcf	1	90	fvgpzofz	
144	144	qpfvgwcuea	0	81	uxuuuepn	
144	144	qpfvgwcuea	0	68	swrtmbes	
149	149	boqhsktoup	0	4	vcdfjbiq	
46	46	meyznhprwy	0	53	umfojgjh	
152	152	gaaugspmuo	1	35	puxahvnz	
157	157	khxzawpwyh	0	106	rqhkixhm	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
7	7	lvrbrnstdy	1	110	nirywkcq	
7	7	lvrbrnstdy	1	52	tyfzorbg	
114	114	sjwpjaxhfv	0	190	mceoaove	
13	13	nohsusihwr	0	156	vefzoskw	
70	70	tzhockhogi	0	130	jqnrbyag	
135	135	xhhfpttxaq	0	24	drrsegif	
192	192	stmpbkjktc	0	136	vzrdyoya	
44	44	jymwayecrs	1	64	ijxkvfeb	
151	151	fspnpgdtec	0	5	jzrovwir	
156	156	rgavtipnmy	0	83	sqrdtyaf	
