EMPLOYEES.eid  CERTIFIED.eid  CERTIFIED.aid  SCHEDULE.aid  
197915	197915	154479	154479	
71779	71779	105104	105104	
170028	170028	69392	69392	
127355	127355	69392	69392	
153266	153266	69392	69392	
119882	119882	69392	69392	
195487	195487	124128	124128	
53360	53360	78712	78712	
72139	72139	18469	18469	
80500	80500	18469	18469	
95953	95953	28666	28666	
99752	99752	28666	28666	
46167	46167	180632	180632	
72544	72544	113759	113759	
182881	182881	17462	17462	
158435	158435	71698	71698	
33027	33027	121999	121999	
105602	105602	83296	83296	
141364	141364	186555	186555	
126372	126372	186555	186555	
76925	76925	56068	56068	
163182	163182	56068	56068	
199122	199122	32588	32588	
142926	142926	148282	148282	
42039	42039	148282	148282	
171273	171273	12684	12684	
39098	39098	6909	6909	
111808	111808	123526	123526	
78385	78385	129957	129957	
143761	143761	129957	129957	
61774	61774	141024	141024	
130496	130496	87288	87288	
199924	199924	189868	189868	
1559	1559	44475	44475	
158949	158949	44475	44475	
125451	125451	113850	113850	
152535	152535	52016	52016	
6373	6373	113159	113159	
159067	159067	179091	179091	
105657	105657	93084	93084	
3031	3031	128003	128003	
118816	118816	70104	70104	
152609	152609	146558	146558	
30672	30672	146558	146558	
179349	179349	146558	146558	
155066	155066	85424	85424	
138255	138255	93969	93969	
15048	15048	93969	93969	
67246	67246	93969	93969	
158764	158764	7430	7430	
156468	156468	82853	82853	
157412	157412	67839	67839	
57178	57178	72799	72799	
189112	189112	5072	5072	
103970	103970	37820	37820	
60362	60362	165372	165372	
186935	186935	119341	119341	
142574	142574	30599	30599	
118535	118535	116997	116997	
121726	121726	54325	54325	
127338	127338	146216	146216	
193366	193366	185546	185546	
174865	174865	98606	98606	
172449	172449	156934	156934	
110875	110875	105855	105855	
192288	192288	105855	105855	
87560	87560	52050	52050	
169114	169114	114019	114019	
46782	46782	114019	114019	
39238	39238	87250	87250	
147199	147199	158358	158358	
108167	108167	72055	72055	
114502	114502	72055	72055	
123927	123927	54048	54048	
111195	111195	182790	182790	
25014	25014	59678	59678	
164238	164238	138858	138858	
121801	121801	56001	56001	
24184	24184	129354	129354	
198819	198819	129354	129354	
112730	112730	28067	28067	
2587	2587	166009	166009	
119930	119930	33241	33241	
75793	75793	33241	33241	
188021	188021	104541	104541	
67398	67398	104541	104541	
41651	41651	82417	82417	
6295	6295	48215	48215	
62031	62031	48215	48215	
95760	95760	18452	18452	
58975	58975	29049	29049	
182841	182841	71384	71384	
94413	94413	71384	71384	
51083	51083	123554	123554	
93924	93924	47403	47403	
44145	44145	147171	147171	
164613	164613	147171	147171	
63247	63247	195008	195008	
153961	153961	113947	113947	
55140	55140	113947	113947	
70359	70359	186694	186694	
107148	107148	175408	175408	
21989	21989	59829	59829	
108337	108337	12911	12911	
65856	65856	81905	81905	
29111	29111	147861	147861	
95248	95248	147861	147861	
86902	86902	163679	163679	
76211	76211	103331	103331	
94607	94607	33035	33035	
152641	152641	62380	62380	
130072	130072	141156	141156	
157403	157403	143977	143977	
186427	186427	175274	175274	
7458	7458	175274	175274	
4236	4236	124510	124510	
14174	14174	40601	40601	
57381	57381	90318	90318	
11896	11896	190402	190402	
4142	4142	190402	190402	
157401	157401	15435	15435	
169188	169188	171935	171935	
1451	1451	111756	111756	
76887	76887	6988	6988	
177361	177361	6988	6988	
114468	114468	15853	15853	
5455	5455	161553	161553	
197144	197144	161553	161553	
112087	112087	40790	40790	
37571	37571	40790	40790	
20618	20618	40790	40790	
123984	123984	161066	161066	
103109	103109	161066	161066	
18945	18945	18287	18287	
105425	105425	94086	94086	
186772	186772	24393	24393	
135187	135187	24393	24393	
171804	171804	36675	36675	
122296	122296	56862	56862	
47739	47739	135692	135692	
177210	177210	135692	135692	
159797	159797	135692	135692	
7878	7878	180508	180508	
190811	190811	174057	174057	
106748	106748	196832	196832	
11045	11045	196832	196832	
111956	111956	196832	196832	
146492	146492	16102	16102	
133365	133365	191070	191070	
176054	176054	191070	191070	
172343	172343	17174	17174	
68334	68334	73926	73926	
164778	164778	105975	105975	
154163	154163	142148	142148	
40146	40146	142148	142148	
195429	195429	33400	33400	
129973	129973	60922	60922	
81048	81048	60922	60922	
175964	175964	46466	46466	
72677	72677	46466	46466	
192831	192831	121691	121691	
106651	106651	53204	53204	
76004	76004	56756	56756	
187028	187028	69317	69317	
27058	27058	76547	76547	
65432	65432	151067	151067	
170967	170967	151067	151067	
64879	64879	151067	151067	
81268	81268	166239	166239	
134936	134936	50449	50449	
94476	94476	103485	103485	
196249	196249	103485	103485	
113851	113851	12227	12227	
83460	83460	157809	157809	
195064	195064	97428	97428	
66397	66397	36808	36808	
173489	173489	120858	120858	
5803	5803	124261	124261	
152486	152486	174774	174774	
193656	193656	123795	123795	
195717	195717	187639	187639	
156037	156037	3063	3063	
95285	95285	120613	120613	
33928	33928	120613	120613	
49567	49567	58532	58532	
50758	50758	120979	120979	
56915	56915	93393	93393	
143022	143022	45762	45762	
86497	86497	45762	45762	
167929	167929	107490	107490	
34093	34093	57296	57296	
197023	197023	159579	159579	
66026	66026	159579	159579	
96691	96691	126795	126795	
5970	5970	159181	159181	
111741	111741	117422	117422	
181944	181944	117422	117422	
133193	133193	192049	192049	
69830	69830	192049	192049	
118920	118920	129513	129513	
47369	47369	27872	27872	
66416	66416	133146	133146	
137362	137362	133146	133146	
101514	101514	131983	131983	
18299	18299	197642	197642	
106928	106928	197642	197642	
44301	44301	162311	162311	
180965	180965	180275	180275	
125700	125700	147105	147105	
167890	167890	147105	147105	
161922	161922	188383	188383	
163023	163023	184964	184964	
150229	150229	184964	184964	
90640	90640	73055	73055	
136631	136631	73055	73055	
37595	37595	73055	73055	
2847	2847	73055	73055	
26803	26803	135275	135275	
169889	169889	135275	135275	
39847	39847	42640	42640	
109128	109128	51558	51558	
123504	123504	51558	51558	
101529	101529	66307	66307	
153204	153204	66307	66307	
54241	54241	80915	80915	
181735	181735	80915	80915	
131131	131131	67510	67510	
76117	76117	105263	105263	
181085	181085	105263	105263	
58952	58952	11760	11760	
159604	159604	156794	156794	
29275	29275	84774	84774	
140227	140227	14763	14763	
171732	171732	102373	102373	
138525	138525	107206	107206	
163079	163079	100066	100066	
185138	185138	47948	47948	
71795	71795	133240	133240	
121609	121609	158145	158145	
159133	159133	6694	6694	
189632	189632	53808	53808	
18252	18252	176759	176759	
128615	128615	45558	45558	
48135	48135	18420	18420	
69691	69691	18420	18420	
31556	31556	11222	11222	
150201	150201	86682	86682	
184566	184566	145087	145087	
99353	99353	194725	194725	
144214	144214	187615	187615	
159267	159267	187615	187615	
181924	181924	156774	156774	
47941	47941	156774	156774	
171599	171599	148916	148916	
86490	86490	29321	29321	
129005	129005	37047	37047	
131442	131442	37047	37047	
144542	144542	151873	151873	
87613	87613	57898	57898	
155618	155618	5344	5344	
152586	152586	23858	23858	
93595	93595	23858	23858	
61823	61823	39651	39651	
95427	95427	39651	39651	
152001	152001	160662	160662	
114171	114171	35615	35615	
14106	14106	40597	40597	
195098	195098	40597	40597	
137351	137351	40597	40597	
51639	51639	102072	102072	
110331	110331	91033	91033	
190066	190066	176813	176813	
52343	52343	176813	176813	
194920	194920	14198	14198	
154115	154115	166950	166950	
47052	47052	174858	174858	
168216	168216	193001	193001	
9197	9197	117169	117169	
80880	80880	41645	41645	
29696	29696	41645	41645	
30656	30656	35094	35094	
165129	165129	35094	35094	
151260	151260	43450	43450	
77993	77993	43450	43450	
168571	168571	113069	113069	
57745	57745	186592	186592	
62405	62405	2084	2084	
167796	167796	44910	44910	
156618	156618	61369	61369	
65607	65607	133647	133647	
4495	4495	56532	56532	
76431	76431	193831	193831	
86070	86070	152443	152443	
68569	68569	152443	152443	
110680	110680	152443	152443	
146473	146473	78400	78400	
182454	182454	179600	179600	
79030	79030	68937	68937	
168164	168164	39617	39617	
60028	60028	39617	39617	
177642	177642	142863	142863	
94842	94842	56823	56823	
14010	14010	193374	193374	
87455	87455	193374	193374	
74186	74186	193374	193374	
6525	6525	190317	190317	
126123	126123	113459	113459	
27998	27998	124962	124962	
22691	22691	195096	195096	
198769	198769	134133	134133	
65228	65228	134133	134133	
122543	122543	108166	108166	
68525	68525	73611	73611	
91174	91174	73611	73611	
122795	122795	138745	138745	
74064	74064	16445	16445	
6506	6506	143606	143606	
28736	28736	146603	146603	
132273	132273	91607	91607	
27536	27536	63381	63381	
106815	106815	102058	102058	
40776	40776	102058	102058	
32228	32228	88227	88227	
38483	38483	160416	160416	
31415	31415	3657	3657	
27593	27593	94923	94923	
171742	171742	178051	178051	
4462	4462	178051	178051	
9850	9850	178051	178051	
54916	54916	136071	136071	
10354	10354	31513	31513	
35423	35423	187757	187757	
3544	3544	187757	187757	
111158	111158	85751	85751	
192829	192829	150645	150645	
40744	40744	60693	60693	
60390	60390	88937	88937	
139361	139361	139388	139388	
149118	149118	139388	139388	
161113	161113	47052	47052	
142971	142971	28344	28344	
181279	181279	60026	60026	
165095	165095	60026	60026	
197800	197800	11773	11773	
35622	35622	101848	101848	
42483	42483	57904	57904	
37731	37731	131549	131549	
20039	20039	131549	131549	
161481	161481	140027	140027	
41538	41538	100156	100156	
105071	105071	100156	100156	
54019	54019	99266	99266	
85131	85131	99266	99266	
77428	77428	169361	169361	
91509	91509	30169	30169	
32736	32736	41265	41265	
89749	89749	41265	41265	
177905	177905	115150	115150	
31964	31964	111648	111648	
177946	177946	126267	126267	
77944	77944	95236	95236	
148333	148333	139923	139923	
119369	119369	102376	102376	
55751	55751	102376	102376	
82512	82512	77498	77498	
147809	147809	114039	114039	
122573	122573	114039	114039	
122511	122511	114039	114039	
175613	175613	114039	114039	
188018	188018	31272	31272	
12475	12475	14723	14723	
142356	142356	73540	73540	
105818	105818	73540	73540	
64470	64470	73540	73540	
68761	68761	67516	67516	
165375	165375	59864	59864	
73392	73392	79214	79214	
67700	67700	140519	140519	
185841	185841	171825	171825	
142565	142565	171825	171825	
120536	120536	171825	171825	
159133	159133	6694	6694	
4611	4611	126998	126998	
24273	24273	126998	126998	
170228	170228	53453	53453	
126089	126089	48439	48439	
67049	67049	64906	64906	
103187	103187	4669	4669	
22131	22131	15979	15979	
160184	160184	167115	167115	
12032	12032	94212	94212	
183153	183153	82790	82790	
108558	108558	354	354	
139536	139536	354	354	
66886	66886	91339	91339	
14850	14850	106103	106103	
70845	70845	106103	106103	
58123	58123	84085	84085	
182705	182705	151596	151596	
79135	79135	151596	151596	
188975	188975	151836	151836	
31126	31126	150459	150459	
1177	1177	112812	112812	
81754	81754	71492	71492	
13189	13189	71492	71492	
2150	2150	184198	184198	
181929	181929	184198	184198	
45520	45520	5735	5735	
195799	195799	158767	158767	
98248	98248	159787	159787	
29669	29669	152537	152537	
153097	153097	6255	6255	
98535	98535	143270	143270	
139721	139721	143270	143270	
162532	162532	143270	143270	
156912	156912	156913	156913	
111344	111344	139145	139145	
58413	58413	61392	61392	
118020	118020	128353	128353	
183018	183018	40927	40927	
62375	62375	40927	40927	
39684	39684	2247	2247	
103570	103570	82278	82278	
105101	105101	138186	138186	
16189	16189	129514	129514	
143557	143557	138629	138629	
137907	137907	156880	156880	
75343	75343	126609	126609	
83168	83168	77243	77243	
172807	172807	36166	36166	
159124	159124	170869	170869	
113259	113259	104281	104281	
26081	26081	82701	82701	
172074	172074	7465	7465	
198011	198011	80314	80314	
67804	67804	97152	97152	
102538	102538	123631	123631	
157741	157741	123631	123631	
136642	136642	139583	139583	
86173	86173	184454	184454	
19540	19540	188767	188767	
96151	96151	177365	177365	
188441	188441	155458	155458	
82423	82423	155458	155458	
138686	138686	159307	159307	
121481	121481	198886	198886	
7701	7701	45170	45170	
10014	10014	17609	17609	
179534	179534	17609	17609	
123315	123315	183685	183685	
54287	54287	5549	5549	
95061	95061	61010	61010	
112602	112602	112239	112239	
21985	21985	112239	112239	
42388	42388	176393	176393	
193720	193720	12084	12084	
79563	79563	198372	198372	
40572	40572	198372	198372	
57807	57807	100798	100798	
132244	132244	132827	132827	
62047	62047	124368	124368	
147199	147199	158358	158358	
137928	137928	84991	84991	
17728	17728	25600	25600	
118096	118096	136122	136122	
156102	156102	147424	147424	
193445	193445	173185	173185	
31050	31050	190805	190805	
158126	158126	190805	190805	
152576	152576	153918	153918	
103506	103506	153918	153918	
190044	190044	79830	79830	
60099	60099	13661	13661	
74955	74955	58589	58589	
111231	111231	86319	86319	
56977	56977	147471	147471	
142040	142040	76467	76467	
11525	11525	138	138	
165792	165792	171089	171089	
141481	141481	171089	171089	
20601	20601	39129	39129	
27901	27901	63033	63033	
21456	21456	167843	167843	
195207	195207	148416	148416	
175370	175370	183605	183605	
162925	162925	24862	24862	
9264	9264	153154	153154	
147938	147938	139174	139174	
131675	131675	139174	139174	
189787	189787	99317	99317	
67032	67032	27747	27747	
67675	67675	36517	36517	
198859	198859	161644	161644	
29519	29519	17142	17142	
36196	36196	17142	17142	
78085	78085	17142	17142	
26292	26292	9803	9803	
158988	158988	9803	9803	
96669	96669	56533	56533	
130676	130676	72233	72233	
82865	82865	126144	126144	
67496	67496	28261	28261	
33225	33225	139087	139087	
165430	165430	124002	124002	
155718	155718	55475	55475	
3970	3970	31936	31936	
140131	140131	193402	193402	
180564	180564	193402	193402	
66410	66410	157501	157501	
76563	76563	107397	107397	
66145	66145	86407	86407	
91443	91443	85498	85498	
71135	71135	191219	191219	
54660	54660	189124	189124	
75631	75631	156388	156388	
55331	55331	180980	180980	
171527	171527	180980	180980	
55461	55461	56387	56387	
148470	148470	417	417	
32147	32147	57665	57665	
107156	107156	96666	96666	
139210	139210	57298	57298	
11557	11557	85544	85544	
49433	49433	85544	85544	
169325	169325	31809	31809	
23837	23837	119625	119625	
111236	111236	20008	20008	
23750	23750	80276	80276	
157358	157358	44548	44548	
76408	76408	116321	116321	
22059	22059	198289	198289	
98410	98410	65938	65938	
106265	106265	22651	22651	
42024	42024	73941	73941	
97709	97709	73941	73941	
70219	70219	63532	63532	
140523	140523	63532	63532	
198355	198355	66494	66494	
56265	56265	134212	134212	
69151	69151	42737	42737	
79020	79020	42737	42737	
121778	121778	89331	89331	
141284	141284	85339	85339	
34500	34500	74415	74415	
118136	118136	10313	10313	
93800	93800	50395	50395	
84420	84420	157438	157438	
85357	85357	65789	65789	
153417	153417	119942	119942	
38907	38907	134469	134469	
154238	154238	49032	49032	
132878	132878	49032	49032	
183627	183627	177631	177631	
108799	108799	164026	164026	
165139	165139	164026	164026	
68875	68875	102007	102007	
116244	116244	102007	102007	
76800	76800	103032	103032	
156120	156120	103032	103032	
102100	102100	63296	63296	
85663	85663	104495	104495	
167043	167043	70695	70695	
115318	115318	70695	70695	
55698	55698	65307	65307	
156601	156601	65307	65307	
29850	29850	82944	82944	
52629	52629	43423	43423	
59881	59881	146633	146633	
51926	51926	146633	146633	
15637	15637	28842	28842	
37700	37700	44496	44496	
82348	82348	79943	79943	
174985	174985	5051	5051	
158116	158116	5051	5051	
19251	19251	93288	93288	
32493	32493	93288	93288	
157408	157408	93288	93288	
111362	111362	146589	146589	
13984	13984	84238	84238	
7904	7904	182371	182371	
31802	31802	49746	49746	
133368	133368	49746	49746	
173256	173256	49746	49746	
130719	130719	67943	67943	
144712	144712	5559	5559	
54859	54859	69731	69731	
141604	141604	69731	69731	
80235	80235	69731	69731	
69992	69992	41037	41037	
77434	77434	196151	196151	
37883	37883	196151	196151	
194285	194285	56344	56344	
6910	6910	174266	174266	
168456	168456	177043	177043	
19926	19926	60426	60426	
136623	136623	60426	60426	
85839	85839	54878	54878	
97503	97503	35652	35652	
120155	120155	178578	178578	
139972	139972	14392	14392	
168868	168868	102413	102413	
27036	27036	4646	4646	
48848	48848	40447	40447	
51234	51234	40447	40447	
67257	67257	15084	15084	
124714	124714	1830	1830	
192287	192287	1830	1830	
110872	110872	50622	50622	
195725	195725	44281	44281	
187066	187066	44281	44281	
101665	101665	94274	94274	
173489	173489	120858	120858	
181909	181909	140201	140201	
84579	84579	133818	133818	
60466	60466	148236	148236	
142391	142391	174462	174462	
28178	28178	174462	174462	
177366	177366	197500	197500	
137127	137127	72310	72310	
26538	26538	189246	189246	
169643	169643	16537	16537	
112779	112779	110527	110527	
99190	99190	110527	110527	
104384	104384	68654	68654	
97317	97317	68654	68654	
165490	165490	119302	119302	
2221	2221	174220	174220	
62517	62517	50609	50609	
80968	80968	50609	50609	
56966	56966	59233	59233	
194821	194821	59233	59233	
194350	194350	120252	120252	
14008	14008	103986	103986	
54155	54155	103986	103986	
182775	182775	191820	191820	
90409	90409	109854	109854	
161772	161772	17726	17726	
73217	73217	153836	153836	
129498	129498	163398	163398	
199539	199539	163398	163398	
129242	129242	145137	145137	
5597	5597	145137	145137	
198961	198961	107886	107886	
43869	43869	118039	118039	
80390	80390	118039	118039	
196112	196112	60951	60951	
71073	71073	109067	109067	
177811	177811	128126	128126	
154574	154574	92271	92271	
70265	70265	29259	29259	
24933	24933	193418	193418	
162711	162711	193418	193418	
190607	190607	138343	138343	
58711	58711	172946	172946	
195140	195140	172946	172946	
35035	35035	135635	135635	
181911	181911	157930	157930	
51813	51813	58712	58712	
1900	1900	2926	2926	
116830	116830	25208	25208	
185944	185944	94824	94824	
68657	68657	73111	73111	
73123	73123	119834	119834	
157971	157971	119834	119834	
162840	162840	54496	54496	
69740	69740	166872	166872	
58943	58943	166872	166872	
162283	162283	166872	166872	
105243	105243	166872	166872	
118282	118282	132754	132754	
127443	127443	173747	173747	
104119	104119	92755	92755	
108508	108508	183571	183571	
28015	28015	75959	75959	
52197	52197	110073	110073	
88803	88803	142188	142188	
109618	109618	186152	186152	
152533	152533	17884	17884	
68229	68229	52482	52482	
126685	126685	17310	17310	
4118	4118	98962	98962	
147252	147252	197886	197886	
47563	47563	51351	51351	
169550	169550	51351	51351	
170959	170959	199564	199564	
157311	157311	78933	78933	
177649	177649	78933	78933	
176925	176925	158204	158204	
175656	175656	158204	158204	
160494	160494	24877	24877	
94477	94477	75142	75142	
6940	6940	79340	79340	
156237	156237	147393	147393	
14565	14565	147393	147393	
21177	21177	28633	28633	
168995	168995	167741	167741	
43643	43643	124234	124234	
106454	106454	102875	102875	
116370	116370	102875	102875	
46449	46449	150472	150472	
158109	158109	182974	182974	
170676	170676	183706	183706	
86274	86274	164486	164486	
113488	113488	51132	51132	
40496	40496	104628	104628	
189690	189690	137800	137800	
174518	174518	22649	22649	
102444	102444	22649	22649	
171505	171505	121203	121203	
188453	188453	121203	121203	
70033	70033	121203	121203	
172134	172134	172332	172332	
67390	67390	194436	194436	
46910	46910	148450	148450	
92816	92816	119708	119708	
4643	4643	192221	192221	
29610	29610	192221	192221	
26268	26268	24702	24702	
195931	195931	45467	45467	
175741	175741	181609	181609	
54852	54852	130835	130835	
129421	129421	137678	137678	
107328	107328	782	782	
25274	25274	7990	7990	
91561	91561	7990	7990	
59185	59185	147564	147564	
55422	55422	56526	56526	
187469	187469	112520	112520	
45546	45546	112520	112520	
168787	168787	167236	167236	
155020	155020	15869	15869	
76945	76945	15869	15869	
39010	39010	125252	125252	
110476	110476	30654	30654	
64081	64081	104787	104787	
13771	13771	1593	1593	
83288	83288	1593	1593	
106463	106463	61997	61997	
168049	168049	103245	103245	
92188	92188	103245	103245	
122067	122067	133121	133121	
27486	27486	133121	133121	
183242	183242	13106	13106	
129072	129072	13106	13106	
179094	179094	125387	125387	
121405	121405	6684	6684	
104126	104126	36465	36465	
134973	134973	116408	116408	
152958	152958	11548	11548	
166813	166813	108784	108784	
6312	6312	221	221	
75268	75268	53363	53363	
130664	130664	52822	52822	
161909	161909	43302	43302	
157312	157312	43302	43302	
21108	21108	99179	99179	
19546	19546	99179	99179	
126939	126939	99179	99179	
4089	4089	61643	61643	
91089	91089	82941	82941	
66091	66091	20006	20006	
146375	146375	179160	179160	
69293	69293	179160	179160	
138975	138975	133541	133541	
118996	118996	167524	167524	
155463	155463	83494	83494	
74180	74180	83494	83494	
74336	74336	83494	83494	
171601	171601	7711	7711	
68194	68194	36002	36002	
60708	60708	38806	38806	
149846	149846	169523	169523	
155918	155918	4714	4714	
175214	175214	4714	4714	
10921	10921	85356	85356	
87459	87459	85356	85356	
84990	84990	12740	12740	
132137	132137	139131	139131	
101908	101908	177835	177835	
91983	91983	177835	177835	
77108	77108	177835	177835	
164320	164320	9798	9798	
150111	150111	177850	177850	
83742	83742	42258	42258	
23023	23023	42258	42258	
109510	109510	33564	33564	
68230	68230	199641	199641	
18418	18418	117652	117652	
135684	135684	60884	60884	
187010	187010	60884	60884	
126020	126020	130141	130141	
32984	32984	40800	40800	
81924	81924	25060	25060	
150878	150878	4127	4127	
61260	61260	15495	15495	
156655	156655	171299	171299	
42210	42210	147038	147038	
3584	3584	58734	58734	
28172	28172	58734	58734	
4125	4125	16343	16343	
101039	101039	55444	55444	
118021	118021	7235	7235	
55743	55743	5773	5773	
171942	171942	156425	156425	
18457	18457	156425	156425	
4054	4054	181339	181339	
105903	105903	181339	181339	
125120	125120	124130	124130	
48416	48416	152009	152009	
177686	177686	55331	55331	
64889	64889	73180	73180	
78570	78570	41880	41880	
197672	197672	2820	2820	
119388	119388	83185	83185	
135777	135777	97142	97142	
127750	127750	92850	92850	
53783	53783	82317	82317	
199550	199550	34279	34279	
144311	144311	142965	142965	
172812	172812	197402	197402	
24209	24209	62253	62253	
170771	170771	78462	78462	
180889	180889	78462	78462	
72667	72667	78462	78462	
58535	58535	67710	67710	
85380	85380	145103	145103	
154072	154072	104252	104252	
111932	111932	104252	104252	
90276	90276	154117	154117	
153398	153398	24417	24417	
197912	197912	24417	24417	
154989	154989	187704	187704	
198122	198122	14611	14611	
118238	118238	94107	94107	
114821	114821	88432	88432	
82480	82480	60397	60397	
101539	101539	148834	148834	
73439	73439	148834	148834	
41487	41487	154839	154839	
108976	108976	59036	59036	
30709	30709	197305	197305	
133286	133286	73910	73910	
55515	55515	89245	89245	
88825	88825	93721	93721	
14161	14161	149444	149444	
69633	69633	149444	149444	
16473	16473	25239	25239	
109167	109167	25239	25239	
10522	10522	130590	130590	
96892	96892	76089	76089	
17271	17271	76089	76089	
179345	179345	131942	131942	
82278	82278	35737	35737	
1591	1591	44393	44393	
198735	198735	44393	44393	
11477	11477	40434	40434	
1880	1880	129209	129209	
60164	60164	175020	175020	
88666	88666	120772	120772	
168003	168003	116157	116157	
57154	57154	149534	149534	
128607	128607	67766	67766	
107443	107443	67766	67766	
180024	180024	144803	144803	
179831	179831	170251	170251	
185931	185931	170251	170251	
54620	54620	73094	73094	
2906	2906	152352	152352	
29575	29575	152352	152352	
163570	163570	109299	109299	
187173	187173	152702	152702	
84060	84060	152702	152702	
81749	81749	152702	152702	
3680	3680	59583	59583	
132273	132273	91607	91607	
173542	173542	58523	58523	
88561	88561	139950	139950	
184988	184988	134911	134911	
71937	71937	134911	134911	
43387	43387	134911	134911	
104581	104581	92615	92615	
163241	163241	153078	153078	
177716	177716	89289	89289	
146835	146835	183254	183254	
56110	56110	109731	109731	
94893	94893	93711	93711	
23890	23890	158344	158344	
68224	68224	75361	75361	
175744	175744	130307	130307	
163862	163862	68171	68171	
107076	107076	123005	123005	
60427	60427	179855	179855	
181942	181942	47060	47060	
121849	121849	122110	122110	
35736	35736	187647	187647	
67854	67854	187738	187738	
100722	100722	18592	18592	
50203	50203	185761	185761	
1983	1983	185761	185761	
103712	103712	89118	89118	
90929	90929	140975	140975	
26569	26569	8123	8123	
